This file shows errors that happen in  <HumanDetectionSSD.HumanDetection object at 0x7fbd877a1640> Class
*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 222, 'Point_a_Y': 30, 'Point_b_X': 736, 'Point_b_Y': 533, 'Confidence': 0.99912065, 'Label': 'Person 1: 99.91%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 222, 'Point_a_Y': 30, 'Point_b_X': 736, 'Point_b_Y': 533, 'Confidence': 0.99912065, 'Label': 'Person 1: 99.91%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 234, 'Point_a_Y': 22, 'Point_b_X': 742, 'Point_b_Y': 539, 'Confidence': 0.99860805, 'Label': 'Person 1: 99.86%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 234, 'Point_a_Y': 22, 'Point_b_X': 742, 'Point_b_Y': 539, 'Confidence': 0.99860805, 'Label': 'Person 1: 99.86%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 239, 'Point_a_Y': 22, 'Point_b_X': 747, 'Point_b_Y': 540, 'Confidence': 0.9983424, 'Label': 'Person 1: 99.83%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 239, 'Point_a_Y': 22, 'Point_b_X': 747, 'Point_b_Y': 540, 'Confidence': 0.9983424, 'Label': 'Person 1: 99.83%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 240, 'Point_a_Y': 24, 'Point_b_X': 747, 'Point_b_Y': 540, 'Confidence': 0.9977943, 'Label': 'Person 1: 99.78%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 240, 'Point_a_Y': 24, 'Point_b_X': 747, 'Point_b_Y': 540, 'Confidence': 0.9977943, 'Label': 'Person 1: 99.78%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 247, 'Point_a_Y': 25, 'Point_b_X': 744, 'Point_b_Y': 541, 'Confidence': 0.99793786, 'Label': 'Person 1: 99.79%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 247, 'Point_a_Y': 25, 'Point_b_X': 744, 'Point_b_Y': 541, 'Confidence': 0.99793786, 'Label': 'Person 1: 99.79%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 254, 'Point_a_Y': 24, 'Point_b_X': 747, 'Point_b_Y': 542, 'Confidence': 0.995909, 'Label': 'Person 1: 99.59%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 254, 'Point_a_Y': 24, 'Point_b_X': 747, 'Point_b_Y': 542, 'Confidence': 0.995909, 'Label': 'Person 1: 99.59%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 260, 'Point_a_Y': 25, 'Point_b_X': 748, 'Point_b_Y': 541, 'Confidence': 0.9956664, 'Label': 'Person 1: 99.57%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 260, 'Point_a_Y': 25, 'Point_b_X': 748, 'Point_b_Y': 541, 'Confidence': 0.9956664, 'Label': 'Person 1: 99.57%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 264, 'Point_a_Y': 24, 'Point_b_X': 744, 'Point_b_Y': 540, 'Confidence': 0.99671304, 'Label': 'Person 1: 99.67%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 264, 'Point_a_Y': 24, 'Point_b_X': 744, 'Point_b_Y': 540, 'Confidence': 0.99671304, 'Label': 'Person 1: 99.67%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 268, 'Point_a_Y': 24, 'Point_b_X': 741, 'Point_b_Y': 540, 'Confidence': 0.99715096, 'Label': 'Person 1: 99.72%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 268, 'Point_a_Y': 24, 'Point_b_X': 741, 'Point_b_Y': 540, 'Confidence': 0.99715096, 'Label': 'Person 1: 99.72%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 270, 'Point_a_Y': 23, 'Point_b_X': 743, 'Point_b_Y': 541, 'Confidence': 0.9968489, 'Label': 'Person 1: 99.68%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 270, 'Point_a_Y': 23, 'Point_b_X': 743, 'Point_b_Y': 541, 'Confidence': 0.9968489, 'Label': 'Person 1: 99.68%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 270, 'Point_a_Y': 23, 'Point_b_X': 743, 'Point_b_Y': 541, 'Confidence': 0.9962519, 'Label': 'Person 1: 99.63%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 270, 'Point_a_Y': 23, 'Point_b_X': 743, 'Point_b_Y': 541, 'Confidence': 0.9962519, 'Label': 'Person 1: 99.63%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 276, 'Point_a_Y': 22, 'Point_b_X': 739, 'Point_b_Y': 542, 'Confidence': 0.99638283, 'Label': 'Person 1: 99.64%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 276, 'Point_a_Y': 22, 'Point_b_X': 739, 'Point_b_Y': 542, 'Confidence': 0.99638283, 'Label': 'Person 1: 99.64%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 276, 'Point_a_Y': 22, 'Point_b_X': 741, 'Point_b_Y': 542, 'Confidence': 0.9951504, 'Label': 'Person 1: 99.52%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 276, 'Point_a_Y': 22, 'Point_b_X': 741, 'Point_b_Y': 542, 'Confidence': 0.9951504, 'Label': 'Person 1: 99.52%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 277, 'Point_a_Y': 21, 'Point_b_X': 743, 'Point_b_Y': 542, 'Confidence': 0.99571806, 'Label': 'Person 1: 99.57%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 277, 'Point_a_Y': 21, 'Point_b_X': 743, 'Point_b_Y': 542, 'Confidence': 0.99571806, 'Label': 'Person 1: 99.57%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 281, 'Point_a_Y': 20, 'Point_b_X': 740, 'Point_b_Y': 542, 'Confidence': 0.9946694, 'Label': 'Person 1: 99.47%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 281, 'Point_a_Y': 20, 'Point_b_X': 740, 'Point_b_Y': 542, 'Confidence': 0.9946694, 'Label': 'Person 1: 99.47%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 284, 'Point_a_Y': 18, 'Point_b_X': 737, 'Point_b_Y': 540, 'Confidence': 0.9950094, 'Label': 'Person 1: 99.50%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 284, 'Point_a_Y': 18, 'Point_b_X': 737, 'Point_b_Y': 540, 'Confidence': 0.9950094, 'Label': 'Person 1: 99.50%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 288, 'Point_a_Y': 19, 'Point_b_X': 739, 'Point_b_Y': 540, 'Confidence': 0.9942147, 'Label': 'Person 1: 99.42%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 288, 'Point_a_Y': 19, 'Point_b_X': 739, 'Point_b_Y': 540, 'Confidence': 0.9942147, 'Label': 'Person 1: 99.42%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 291, 'Point_a_Y': 16, 'Point_b_X': 735, 'Point_b_Y': 540, 'Confidence': 0.9945903, 'Label': 'Person 1: 99.46%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 291, 'Point_a_Y': 16, 'Point_b_X': 735, 'Point_b_Y': 540, 'Confidence': 0.9945903, 'Label': 'Person 1: 99.46%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 297, 'Point_a_Y': 15, 'Point_b_X': 738, 'Point_b_Y': 538, 'Confidence': 0.9932296, 'Label': 'Person 1: 99.32%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 297, 'Point_a_Y': 15, 'Point_b_X': 738, 'Point_b_Y': 538, 'Confidence': 0.9932296, 'Label': 'Person 1: 99.32%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 16, 'Point_b_X': 737, 'Point_b_Y': 537, 'Confidence': 0.9926623, 'Label': 'Person 1: 99.27%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 16, 'Point_b_X': 737, 'Point_b_Y': 537, 'Confidence': 0.9926623, 'Label': 'Person 1: 99.27%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 18, 'Point_b_X': 736, 'Point_b_Y': 537, 'Confidence': 0.9873376, 'Label': 'Person 1: 98.73%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 18, 'Point_b_X': 736, 'Point_b_Y': 537, 'Confidence': 0.9873376, 'Label': 'Person 1: 98.73%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 309, 'Point_a_Y': 16, 'Point_b_X': 736, 'Point_b_Y': 536, 'Confidence': 0.98235935, 'Label': 'Person 1: 98.24%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 309, 'Point_a_Y': 16, 'Point_b_X': 736, 'Point_b_Y': 536, 'Confidence': 0.98235935, 'Label': 'Person 1: 98.24%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 16, 'Point_b_X': 738, 'Point_b_Y': 535, 'Confidence': 0.97648674, 'Label': 'Person 1: 97.65%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 16, 'Point_b_X': 738, 'Point_b_Y': 535, 'Confidence': 0.97648674, 'Label': 'Person 1: 97.65%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 324, 'Point_a_Y': 18, 'Point_b_X': 741, 'Point_b_Y': 535, 'Confidence': 0.9682654, 'Label': 'Person 1: 96.83%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 324, 'Point_a_Y': 18, 'Point_b_X': 741, 'Point_b_Y': 535, 'Confidence': 0.9682654, 'Label': 'Person 1: 96.83%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 332, 'Point_a_Y': 5, 'Point_b_X': 741, 'Point_b_Y': 536, 'Confidence': 0.96812373, 'Label': 'Person 1: 96.81%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 332, 'Point_a_Y': 5, 'Point_b_X': 741, 'Point_b_Y': 536, 'Confidence': 0.96812373, 'Label': 'Person 1: 96.81%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 337, 'Point_a_Y': 5, 'Point_b_X': 741, 'Point_b_Y': 533, 'Confidence': 0.9762393, 'Label': 'Person 1: 97.62%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 337, 'Point_a_Y': 5, 'Point_b_X': 741, 'Point_b_Y': 533, 'Confidence': 0.9762393, 'Label': 'Person 1: 97.62%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 336, 'Point_a_Y': 5, 'Point_b_X': 742, 'Point_b_Y': 533, 'Confidence': 0.9786578, 'Label': 'Person 1: 97.87%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 336, 'Point_a_Y': 5, 'Point_b_X': 742, 'Point_b_Y': 533, 'Confidence': 0.9786578, 'Label': 'Person 1: 97.87%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 336, 'Point_a_Y': 4, 'Point_b_X': 741, 'Point_b_Y': 533, 'Confidence': 0.9757698, 'Label': 'Person 1: 97.58%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 336, 'Point_a_Y': 4, 'Point_b_X': 741, 'Point_b_Y': 533, 'Confidence': 0.9757698, 'Label': 'Person 1: 97.58%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 332, 'Point_a_Y': 6, 'Point_b_X': 741, 'Point_b_Y': 533, 'Confidence': 0.97665876, 'Label': 'Person 1: 97.67%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 332, 'Point_a_Y': 6, 'Point_b_X': 741, 'Point_b_Y': 533, 'Confidence': 0.97665876, 'Label': 'Person 1: 97.67%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 6, 'Point_b_X': 737, 'Point_b_Y': 532, 'Confidence': 0.9821661, 'Label': 'Person 1: 98.22%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 6, 'Point_b_X': 737, 'Point_b_Y': 532, 'Confidence': 0.9821661, 'Label': 'Person 1: 98.22%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 322, 'Point_a_Y': 6, 'Point_b_X': 738, 'Point_b_Y': 533, 'Confidence': 0.9809172, 'Label': 'Person 1: 98.09%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 322, 'Point_a_Y': 6, 'Point_b_X': 738, 'Point_b_Y': 533, 'Confidence': 0.9809172, 'Label': 'Person 1: 98.09%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 318, 'Point_a_Y': 6, 'Point_b_X': 734, 'Point_b_Y': 533, 'Confidence': 0.9847862, 'Label': 'Person 1: 98.48%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 318, 'Point_a_Y': 6, 'Point_b_X': 734, 'Point_b_Y': 533, 'Confidence': 0.9847862, 'Label': 'Person 1: 98.48%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 16, 'Point_b_X': 723, 'Point_b_Y': 534, 'Confidence': 0.9879458, 'Label': 'Person 1: 98.79%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 16, 'Point_b_X': 723, 'Point_b_Y': 534, 'Confidence': 0.9879458, 'Label': 'Person 1: 98.79%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 16, 'Point_b_X': 720, 'Point_b_Y': 533, 'Confidence': 0.9861491, 'Label': 'Person 1: 98.61%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 16, 'Point_b_X': 720, 'Point_b_Y': 533, 'Confidence': 0.9861491, 'Label': 'Person 1: 98.61%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 16, 'Point_b_X': 712, 'Point_b_Y': 532, 'Confidence': 0.99012697, 'Label': 'Person 1: 99.01%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 16, 'Point_b_X': 712, 'Point_b_Y': 532, 'Confidence': 0.99012697, 'Label': 'Person 1: 99.01%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 17, 'Point_b_X': 712, 'Point_b_Y': 532, 'Confidence': 0.9878599, 'Label': 'Person 1: 98.79%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 17, 'Point_b_X': 712, 'Point_b_Y': 532, 'Confidence': 0.9878599, 'Label': 'Person 1: 98.79%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 16, 'Point_b_X': 712, 'Point_b_Y': 532, 'Confidence': 0.98671573, 'Label': 'Person 1: 98.67%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 16, 'Point_b_X': 712, 'Point_b_Y': 532, 'Confidence': 0.98671573, 'Label': 'Person 1: 98.67%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 18, 'Point_b_X': 714, 'Point_b_Y': 532, 'Confidence': 0.98555505, 'Label': 'Person 1: 98.56%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 18, 'Point_b_X': 714, 'Point_b_Y': 532, 'Confidence': 0.98555505, 'Label': 'Person 1: 98.56%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 16, 'Point_b_X': 712, 'Point_b_Y': 531, 'Confidence': 0.9844544, 'Label': 'Person 1: 98.45%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 16, 'Point_b_X': 712, 'Point_b_Y': 531, 'Confidence': 0.9844544, 'Label': 'Person 1: 98.45%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 16, 'Point_b_X': 713, 'Point_b_Y': 532, 'Confidence': 0.9862477, 'Label': 'Person 1: 98.62%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 16, 'Point_b_X': 713, 'Point_b_Y': 532, 'Confidence': 0.9862477, 'Label': 'Person 1: 98.62%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 18, 'Point_b_X': 714, 'Point_b_Y': 532, 'Confidence': 0.985305, 'Label': 'Person 1: 98.53%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 18, 'Point_b_X': 714, 'Point_b_Y': 532, 'Confidence': 0.985305, 'Label': 'Person 1: 98.53%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 18, 'Point_b_X': 715, 'Point_b_Y': 532, 'Confidence': 0.98558444, 'Label': 'Person 1: 98.56%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 18, 'Point_b_X': 715, 'Point_b_Y': 532, 'Confidence': 0.98558444, 'Label': 'Person 1: 98.56%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 309, 'Point_a_Y': 19, 'Point_b_X': 715, 'Point_b_Y': 532, 'Confidence': 0.9846058, 'Label': 'Person 1: 98.46%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 309, 'Point_a_Y': 19, 'Point_b_X': 715, 'Point_b_Y': 532, 'Confidence': 0.9846058, 'Label': 'Person 1: 98.46%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 19, 'Point_b_X': 715, 'Point_b_Y': 532, 'Confidence': 0.9827435, 'Label': 'Person 1: 98.27%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 19, 'Point_b_X': 715, 'Point_b_Y': 532, 'Confidence': 0.9827435, 'Label': 'Person 1: 98.27%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 320, 'Point_a_Y': 5, 'Point_b_X': 718, 'Point_b_Y': 535, 'Confidence': 0.9843461, 'Label': 'Person 1: 98.43%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 320, 'Point_a_Y': 5, 'Point_b_X': 718, 'Point_b_Y': 535, 'Confidence': 0.9843461, 'Label': 'Person 1: 98.43%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 323, 'Point_a_Y': 7, 'Point_b_X': 721, 'Point_b_Y': 535, 'Confidence': 0.9911936, 'Label': 'Person 1: 99.12%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 323, 'Point_a_Y': 7, 'Point_b_X': 721, 'Point_b_Y': 535, 'Confidence': 0.9911936, 'Label': 'Person 1: 99.12%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 324, 'Point_a_Y': 6, 'Point_b_X': 724, 'Point_b_Y': 534, 'Confidence': 0.9889558, 'Label': 'Person 1: 98.90%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 324, 'Point_a_Y': 6, 'Point_b_X': 724, 'Point_b_Y': 534, 'Confidence': 0.9889558, 'Label': 'Person 1: 98.90%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 324, 'Point_a_Y': 7, 'Point_b_X': 727, 'Point_b_Y': 534, 'Confidence': 0.99023986, 'Label': 'Person 1: 99.02%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 324, 'Point_a_Y': 7, 'Point_b_X': 727, 'Point_b_Y': 534, 'Confidence': 0.99023986, 'Label': 'Person 1: 99.02%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 326, 'Point_a_Y': 19, 'Point_b_X': 725, 'Point_b_Y': 533, 'Confidence': 0.99019814, 'Label': 'Person 1: 99.02%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 326, 'Point_a_Y': 19, 'Point_b_X': 725, 'Point_b_Y': 533, 'Confidence': 0.99019814, 'Label': 'Person 1: 99.02%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 18, 'Point_b_X': 724, 'Point_b_Y': 533, 'Confidence': 0.99295336, 'Label': 'Person 1: 99.30%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 18, 'Point_b_X': 724, 'Point_b_Y': 533, 'Confidence': 0.99295336, 'Label': 'Person 1: 99.30%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 17, 'Point_b_X': 723, 'Point_b_Y': 533, 'Confidence': 0.9928746, 'Label': 'Person 1: 99.29%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 17, 'Point_b_X': 723, 'Point_b_Y': 533, 'Confidence': 0.9928746, 'Label': 'Person 1: 99.29%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 18, 'Point_b_X': 721, 'Point_b_Y': 533, 'Confidence': 0.99041057, 'Label': 'Person 1: 99.04%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 327, 'Point_a_Y': 18, 'Point_b_X': 721, 'Point_b_Y': 533, 'Confidence': 0.99041057, 'Label': 'Person 1: 99.04%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 322, 'Point_a_Y': 18, 'Point_b_X': 719, 'Point_b_Y': 533, 'Confidence': 0.9926439, 'Label': 'Person 1: 99.26%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 322, 'Point_a_Y': 18, 'Point_b_X': 719, 'Point_b_Y': 533, 'Confidence': 0.9926439, 'Label': 'Person 1: 99.26%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 323, 'Point_a_Y': 17, 'Point_b_X': 718, 'Point_b_Y': 533, 'Confidence': 0.9922724, 'Label': 'Person 1: 99.23%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 323, 'Point_a_Y': 17, 'Point_b_X': 718, 'Point_b_Y': 533, 'Confidence': 0.9922724, 'Label': 'Person 1: 99.23%'}} ,*********** i is: 0
